UnterkunftID,Name,Bezeichnung,Sterne,Stadt,Preis_pro_Nacht,max_Personen,Beschreibung,Eigenschaften,Bild_URL
101,"Berlin City Hostel","Hostel",3,"Berlin",39.00,6,"Hostel im Zentrum mit Gemeinschaftsraum.","WLAN;Gemeinschaftsküche","https://images.pexels.com/photos/258154/pexels-photo-258154.jpeg"
102,"Westend Business Hotel","Hotel",4,"Berlin",140.00,2,"Hotel in Messe-Nähe für Geschäftsreisende.","WLAN;Frühstück;Konferenzräume","https://images.pexels.com/photos/261102/pexels-photo-261102.jpeg"
103,"Charlottenburg Apartment","Wohnung",4,"Berlin",125.00,3,"Apartment in historischer Altbauwohnung.","WLAN;Küche;Balkon","https://images.pexels.com/photos/271618/pexels-photo-271618.jpeg"
104,"Neukölln Loft","Wohnung",3,"Berlin",95.00,3,"Loft in kreativem Viertel Neukölln.","WLAN;Küche","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
105,"Luxury Spree Suites","Wohnung",5,"Berlin",230.00,4,"Exklusive Suiten mit Spreeblick.","WLAN;Küche;Spa-Zugang","https://images.pexels.com/photos/279746/pexels-photo-279746.jpeg"
106,"Alexanderplatz Plaza Hotel","Hotel",4,"Berlin",150.00,2,"Modernes Hochhaushotel am Alexanderplatz.","WLAN;Frühstück;Bar","https://images.pexels.com/photos/164595/pexels-photo-164595.jpeg"
107,"Wedding Budget Rooms","Wohnung",2,"Berlin",70.00,2,"Preiswerte Zimmer im Norden der Stadt.","WLAN","https://images.pexels.com/photos/189296/pexels-photo-189296.jpeg"
108,"Loft an der Uferstraße","Wohnung",4,"Berlin",135.00,3,"Loft mit großem Wohnbereich und Küche.","WLAN;Küche;Waschmaschine","https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg"
109,"Tiergarten Lakeside Hotel","Hotel",4,"Berlin",145.00,2,"Hotel am See in der Nähe des Tiergartens.","WLAN;Frühstück;Parkplatz","https://images.pexels.com/photos/261187/pexels-photo-261187.jpeg"
110,"Skyline Tower Apartment","Wohnung",5,"Berlin",250.00,4,"Apartment im Hochhaus mit Panorama-Blick.","WLAN;Küche;Balkon","https://images.pexels.com/photos/279746/pexels-photo-279746.jpeg"
111,"Paris Student Hostel","Hostel",3,"Paris",50.00,6,"Beliebtes Hostel für Studierende.","WLAN;Gemeinschaftsküche","https://images.pexels.com/photos/258154/pexels-photo-258154.jpeg"
112,"Eiffel Boutique Hotel","Hotel",4,"Paris",190.00,2,"Boutique-Hotel mit Eiffelturm-Nähe.","WLAN;Frühstück;Bar","https://images.pexels.com/photos/261102/pexels-photo-261102.jpeg"
113,"Canal Saint-Martin Studio","Wohnung",3,"Paris",105.00,2,"Studio mit Blick auf den Kanal.","WLAN;Küche","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
114,"Pigalle Apartment","Wohnung",3,"Paris",100.00,3,"Wohnung im Ausgehviertel Pigalle.","WLAN;Küche","https://images.pexels.com/photos/271618/pexels-photo-271618.jpeg"
115,"Louvre Luxury Suite","Wohnung",5,"Paris",310.00,4,"Luxuriöse Suite wenige Schritte vom Louvre.","WLAN;Küche;Klimaanlage","https://images.pexels.com/photos/279746/pexels-photo-279746.jpeg"
116,"Montparnasse Business Hotel","Hotel",4,"Paris",160.00,2,"Business-Hotel mit guter Metro-Anbindung.","WLAN;Frühstück","https://images.pexels.com/photos/189296/pexels-photo-189296.jpeg"
117,"Belleville Rooftop Flat","Wohnung",4,"Paris",165.00,3,"Wohnung mit großer Dachterrasse und Stadtblick.","WLAN;Küche;Balkon","https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg"
118,"Saint-Lazare Hotel","Hotel",3,"Paris",120.00,2,"Hotel nahe großem Bahnhof und Shoppingmeile.","WLAN;Frühstück","https://images.pexels.com/photos/164595/pexels-photo-164595.jpeg"
119,"Latin Quarter Penthouse","Wohnung",5,"Paris",330.00,4,"Penthouse mit Blick über die Dächer von Paris.","WLAN;Küche;Terrasse","https://images.pexels.com/photos/279746/pexels-photo-279746.jpeg"
120,"Budget Gare Rooms","Wohnung",2,"Paris",75.00,2,"Einfache Zimmer in Bahnhofsnähe.","WLAN","https://images.pexels.com/photos/261187/pexels-photo-261187.jpeg"
121,"Roma Student Hostel","Hostel",3,"Rom",38.00,6,"Hostel für Studierende nahe Universität.","WLAN;Gemeinschaftsküche","https://images.pexels.com/photos/258154/pexels-photo-258154.jpeg"
122,"Trevi Fountain Hotel","Hotel",4,"Rom",165.00,2,"Hotel unweit des Trevi-Brunnens.","WLAN;Frühstück;Bar","https://images.pexels.com/photos/261102/pexels-photo-261102.jpeg"
123,"Gianicolo Hill Apartment","Wohnung",4,"Rom",140.00,3,"Wohnung auf dem Hügel mit Stadtblick.","WLAN;Küche;Balkon","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
124,"Testaccio Studio","Wohnung",3,"Rom",95.00,2,"Studio im traditionellen Viertel Testaccio.","WLAN;Küche","https://images.pexels.com/photos/271618/pexels-photo-271618.jpeg"
125,"Luxury Forum Penthouse","Wohnung",5,"Rom",260.00,4,"Penthouse mit Blick auf antike Ruinen.","WLAN;Küche;Terrasse","https://images.pexels.com/photos/279746/pexels-photo-279746.jpeg"
126,"Colosseum Park Hotel","Hotel",4,"Rom",155.00,2,"Hotel mit Parknähe und Kolosseumsblick.","WLAN;Frühstück;Parkplatz","https://images.pexels.com/photos/189296/pexels-photo-189296.jpeg"
127,"Trastevere Rooftop Flat","Wohnung",4,"Rom",160.00,3,"Dachgeschosswohnung mit kleiner Terrasse.","WLAN;Küche;Balkon","https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg"
128,"Navona Classic Hotel","Hotel",3,"Rom",120.00,2,"Traditionelles Hotel in schmaler Altstadtgasse.","WLAN;Frühstück","https://images.pexels.com/photos/164595/pexels-photo-164595.jpeg"
129,"Termini Twin Rooms","Wohnung",2,"Rom",70.00,2,"Einfache Zweibettzimmer nahe Termini.","WLAN","https://images.pexels.com/photos/261187/pexels-photo-261187.jpeg"
130,"Vatican Garden Suite","Wohnung",4,"Rom",170.00,4,"Suite mit Zugang zu gemeinschaftlichem Garten.","WLAN;Küche","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
131,"Amsterdam Student Hostel","Hostel",3,"Amsterdam",45.00,6,"Hostel mit Gemeinschaftsbereich und Bar.","WLAN;Gemeinschaftsküche;Bar","https://images.pexels.com/photos/258154/pexels-photo-258154.jpeg"
132,"Canal Heritage Hotel","Hotel",4,"Amsterdam",170.00,2,"Hotel in restauriertem Grachtenhaus.","WLAN;Frühstück","https://images.pexels.com/photos/261102/pexels-photo-261102.jpeg"
133,"Oostpark Apartment","Wohnung",3,"Amsterdam",115.00,3,"Wohnung in der Nähe eines großen Parks im Osten.","WLAN;Küche","https://images.pexels.com/photos/271618/pexels-photo-271618.jpeg"
134,"Harbour Studio Docklands","Wohnung",3,"Amsterdam",105.00,2,"Studio in moderner Hafen-Gegend.","WLAN;Küche","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
135,"Luxury Old Town Loft","Wohnung",5,"Amsterdam",255.00,4,"Loft im historischen Zentrum mit Holzbalken.","WLAN;Küche;Klimaanlage","https://images.pexels.com/photos/279746/pexels-photo-279746.jpeg"
136,"Vondel Garden Hotel","Hotel",4,"Amsterdam",150.00,2,"Hotel mit kleinem Garten nahe Vondelpark.","WLAN;Frühstück;Bar","https://images.pexels.com/photos/189296/pexels-photo-189296.jpeg"
137,"De Pijp Rooftop Flat","Wohnung",4,"Amsterdam",160.00,3,"Rooftop-Apartment mit Stadtblick.","WLAN;Küche;Balkon","https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg"
138,"Canal Business Hotel","Hotel",4,"Amsterdam",165.00,2,"Business-Hotel mit Konferenzräumen.","WLAN;Frühstück;Konferenzräume","https://images.pexels.com/photos/164595/pexels-photo-164595.jpeg"
139,"Student Rooms West","Wohnung",2,"Amsterdam",75.00,2,"Einfache Zimmer für Studierende im Westen.","WLAN","https://images.pexels.com/photos/261187/pexels-photo-261187.jpeg"
140,"Museum View Apartment","Wohnung",4,"Amsterdam",155.00,3,"Wohnung mit Blick auf berühmtes Museum.","WLAN;Küche;Balkon","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
141,"Barcelona Student Hostel","Hostel",3,"Barcelona",40.00,6,"Hostel im Zentrum mit Gemeinschaftsraum.","WLAN;Gemeinschaftsküche;Bar","https://images.pexels.com/photos/258154/pexels-photo-258154.jpeg"
142,"Port Olympic Hotel","Hotel",4,"Barcelona",145.00,2,"Hotel nahe Olympiahafen und Strand.","WLAN;Frühstück;Pool","https://images.pexels.com/photos/261102/pexels-photo-261102.jpeg"
143,"Gothic Quarter Studio","Wohnung",3,"Barcelona",100.00,2,"Studio in engen Gassen der Altstadt.","WLAN;Küche","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
144,"Sants Family Flat","Wohnung",4,"Barcelona",130.00,4,"Familienwohnung in ruhigem Wohnviertel.","WLAN;Küche;Kinderbett","https://images.pexels.com/photos/271618/pexels-photo-271618.jpeg"
145,"Luxury Beach Penthouse","Wohnung",5,"Barcelona",260.00,4,"Penthouse direkt am Meer mit großer Terrasse.","WLAN;Küche;Klimaanlage","https://images.pexels.com/photos/279746/pexels-photo-279746.jpeg"
146,"Montjuïc View Hotel","Hotel",3,"Barcelona",105.00,2,"Hotel mit Blick auf den Montjuïc.","WLAN;Frühstück;Parkplatz","https://images.pexels.com/photos/189296/pexels-photo-189296.jpeg"
147,"Eixample Rooftop Loft","Wohnung",4,"Barcelona",155.00,3,"Rooftop-Loft mit modernem Design.","WLAN;Küche;Balkon","https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg"
148,"Diagonal Business Hotel","Hotel",4,"Barcelona",150.00,2,"Business-Hotel an der Avinguda Diagonal.","WLAN;Frühstück;Konferenzräume","https://images.pexels.com/photos/164595/pexels-photo-164595.jpeg"
149,"Budget Beach Rooms","Wohnung",2,"Barcelona",72.00,2,"Einfache Zimmer nahe Stadtstrand.","WLAN","https://images.pexels.com/photos/261187/pexels-photo-261187.jpeg"
150,"Born Designer Apartment","Wohnung",4,"Barcelona",145.00,3,"Designer-Wohnung in historischem Haus.","WLAN;Küche;Waschmaschine","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
151,"Berlin Airport Hostel","Hostel",3,"Berlin",35.00,6,"Hostel mit Shuttle-Service zum Flughafen.","WLAN;Gemeinschaftsküche;Shuttle","https://images.pexels.com/photos/258154/pexels-photo-258154.jpeg"
152,"Spree Business Hotel","Hotel",4,"Berlin",145.00,2,"Business-Hotel am Spreeufer.","WLAN;Frühstück;Konferenzräume","https://images.pexels.com/photos/261102/pexels-photo-261102.jpeg"
153,"City Garden Apartment","Wohnung",4,"Berlin",130.00,3,"Apartment mit Zugang zu kleinem Gemeinschaftsgarten.","WLAN;Küche;Balkon","https://images.pexels.com/photos/271618/pexels-photo-271618.jpeg"
154,"Historic Altbau Loft","Wohnung",4,"Berlin",140.00,3,"Loft in renoviertem Gründerzeitbau.","WLAN;Küche;Waschmaschine","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
155,"Luxury River Tower","Wohnung",5,"Berlin",270.00,4,"High-End-Wohnung im modernen Tower.","WLAN;Küche;Klimaanlage","https://images.pexels.com/photos/279746/pexels-photo-279746.jpeg"
156,"Central City Hotel","Hotel",3,"Berlin",110.00,2,"Zentral gelegenes Mittelklassehotel.","WLAN;Frühstück","https://images.pexels.com/photos/189296/pexels-photo-189296.jpeg"
157,"Budget East Rooms","Wohnung",2,"Berlin",68.00,2,"Einfache Zimmer im östlichen Stadtteil.","WLAN","https://images.pexels.com/photos/261187/pexels-photo-261187.jpeg"
158,"Loft am Kanal","Wohnung",4,"Berlin",135.00,3,"Großzügiges Loft an einem Seitenkanal.","WLAN;Küche;Balkon","https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg"
159,"Tiergarten City Hotel","Hotel",4,"Berlin",150.00,2,"Hotel zwischen Tiergarten und City-West.","WLAN;Frühstück;Bar","https://images.pexels.com/photos/164595/pexels-photo-164595.jpeg"
160,"Skyline East Apartment","Wohnung",4,"Berlin",190.00,4,"Apartment in oberer Etage mit Weitblick.","WLAN;Küche;Balkon","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
161,"Paris Airport Hostel","Hostel",3,"Paris",48.00,6,"Hostel mit Shuttle zum Flughafen.","WLAN;Gemeinschaftsküche;Shuttle","https://images.pexels.com/photos/258154/pexels-photo-258154.jpeg"
162,"Seine Riverside Hotel","Hotel",4,"Paris",175.00,2,"Hotel direkt an der Seinepromenade.","WLAN;Frühstück;Bar","https://images.pexels.com/photos/261102/pexels-photo-261102.jpeg"
163,"Belleville Garden Studio","Wohnung",3,"Paris",100.00,2,"Studio mit Zugang zu Gemeinschaftsgarten.","WLAN;Küche","https://images.pexels.com/photos/271618/pexels-photo-271618.jpeg"
164,"Montmartre Budget Flat","Wohnung",2,"Paris",85.00,2,"Einfache Wohnung am Montmartre-Hang.","WLAN","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
165,"Luxury Opera Penthouse","Wohnung",5,"Paris",340.00,4,"Penthouse unweit der Oper mit Dachterrasse.","WLAN;Küche;Klimaanlage","https://images.pexels.com/photos/279746/pexels-photo-279746.jpeg"
166,"Gare Est Business Hotel","Hotel",3,"Paris",130.00,2,"Business-Hotel am Ostbahnhof.","WLAN;Frühstück","https://images.pexels.com/photos/189296/pexels-photo-189296.jpeg"
167,"Latin Balcony Apartment","Wohnung",4,"Paris",170.00,3,"Wohnung mit Balkon über belebter Straße.","WLAN;Küche;Balkon","https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg"
168,"Saint-Michel Hotel","Hotel",4,"Paris",185.00,2,"Hotel bei Notre-Dame und Boulevard Saint-Michel.","WLAN;Frühstück;Bar","https://images.pexels.com/photos/164595/pexels-photo-164595.jpeg"
169,"Budget Attic Rooms","Wohnung",2,"Paris",78.00,2,"Dachzimmer im Altbau mit einfachem Komfort.","WLAN","https://images.pexels.com/photos/261187/pexels-photo-261187.jpeg"
170,"Rooftop Seine Apartment","Wohnung",4,"Paris",210.00,4,"Dachgeschosswohnung mit Blick auf die Seine.","WLAN;Küche;Terrasse","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
171,"Roma Airport Hostel","Hostel",3,"Rom",36.00,6,"Hostel mit Shuttle zum Flughafen Ciampino.","WLAN;Gemeinschaftsküche;Shuttle","https://images.pexels.com/photos/258154/pexels-photo-258154.jpeg"
172,"Historic Center Hotel","Hotel",4,"Rom",160.00,2,"Hotel in engen Gassen des Centro Storico.","WLAN;Frühstück;Bar","https://images.pexels.com/photos/261102/pexels-photo-261102.jpeg"
173,"Tiber Riverside Flat","Wohnung",4,"Rom",145.00,3,"Wohnung direkt am Tiberufer.","WLAN;Küche;Balkon","https://images.pexels.com/photos/271618/pexels-photo-271618.jpeg"
174,"Esquilino Studio","Wohnung",3,"Rom",92.00,2,"Studio im multikulturellen Viertel Esquilino.","WLAN;Küche","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
175,"Luxury Hilltop Penthouse","Wohnung",5,"Rom",275.00,4,"Penthouse auf Hügel mit Stadtpanorama.","WLAN;Küche;Terrasse","https://images.pexels.com/photos/279746/pexels-photo-279746.jpeg"
176,"Colosseo Garden Hotel","Hotel",3,"Rom",115.00,2,"Hotel mit Garten in Kolosseumsnähe.","WLAN;Frühstück;Garten","https://images.pexels.com/photos/189296/pexels-photo-189296.jpeg"
177,"Trastevere Balcony Flat","Wohnung",4,"Rom",155.00,3,"Altbauwohnung mit Balkon über Kopfsteinpflaster.","WLAN;Küche;Balkon","https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg"
178,"Termini Business Hotel","Hotel",4,"Rom",150.00,2,"Business-Hotel bei Termini mit Konferenzräumen.","WLAN;Frühstück;Konferenzräume","https://images.pexels.com/photos/164595/pexels-photo-164595.jpeg"
179,"Cheap City Rooms","Wohnung",2,"Rom",65.00,2,"Einfache Zimmer für kurze Städtetrips.","WLAN","https://images.pexels.com/photos/261187/pexels-photo-261187.jpeg"
180,"Vatican View Apartment","Wohnung",4,"Rom",180.00,4,"Wohnung mit direktem Blick auf den Vatikan.","WLAN;Küche;Balkon","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
181,"Amsterdam Airport Hostel","Hostel",3,"Amsterdam",42.00,6,"Hostel in Flughafennähe mit Shuttle.","WLAN;Gemeinschaftsküche;Shuttle","https://images.pexels.com/photos/258154/pexels-photo-258154.jpeg"
182,"Canal Business Inn","Hotel",4,"Amsterdam",160.00,2,"Kleines Business-Hotel am Kanal.","WLAN;Frühstück;Konferenzraum","https://images.pexels.com/photos/261102/pexels-photo-261102.jpeg"
183,"Nieuwmarkt Apartment","Wohnung",4,"Amsterdam",145.00,3,"Wohnung nahe Nieuwmarkt mit Blick auf den Platz.","WLAN;Küche;Balkon","https://images.pexels.com/photos/271618/pexels-photo-271618.jpeg"
184,"Oost Studio","Wohnung",3,"Amsterdam",105.00,2,"Studio im aufstrebenden Stadtteil Oost.","WLAN;Küche","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
185,"Luxury Canal Terrace","Wohnung",5,"Amsterdam",265.00,4,"Hochwertige Wohnung mit eigener Terrasse am Kanal.","WLAN;Küche;Terrasse","https://images.pexels.com/photos/279746/pexels-photo-279746.jpeg"
186,"Harbour Park Hotel","Hotel",3,"Amsterdam",120.00,2,"Hotel nahe großem Park und Hafen.","WLAN;Frühstück;Parkplatz","https://images.pexels.com/photos/189296/pexels-photo-189296.jpeg"
187,"Student Rooms Centrum","Wohnung",2,"Amsterdam",82.00,2,"Einfache Studentenunterkunft im Zentrum.","WLAN","https://images.pexels.com/photos/261187/pexels-photo-261187.jpeg"
188,"Rooftop Art Loft","Wohnung",4,"Amsterdam",170.00,3,"Loft mit künstlerischer Einrichtung und Dachterrasse.","WLAN;Küche;Balkon","https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg"
189,"Canal Heritage Hotel 2","Hotel",4,"Amsterdam",175.00,2,"Zweites Haus derselben Hotelkette am Kanal.","WLAN;Frühstück;Bar","https://images.pexels.com/photos/164595/pexels-photo-164595.jpeg"
190,"Museum Quarter Studio","Wohnung",3,"Amsterdam",120.00,2,"Studio direkt beim Museumsplatz.","WLAN;Küche","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
191,"Barcelona Airport Hostel","Hostel",3,"Barcelona",38.00,6,"Hostel mit Shuttle-Bus zum Flughafen.","WLAN;Gemeinschaftsküche;Shuttle","https://images.pexels.com/photos/258154/pexels-photo-258154.jpeg"
192,"Harbour View Hotel BCN","Hotel",4,"Barcelona",150.00,2,"Hotel mit Blick auf den Hafen und Rooftop-Bar.","WLAN;Frühstück;Bar","https://images.pexels.com/photos/261102/pexels-photo-261102.jpeg"
193,"Raval Studio","Wohnung",3,"Barcelona",95.00,2,"Studio im lebendigen Viertel Raval.","WLAN;Küche","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
194,"Poble Sec Apartment","Wohnung",3,"Barcelona",105.00,3,"Apartment am Fuß des Montjuïc.","WLAN;Küche","https://images.pexels.com/photos/271618/pexels-photo-271618.jpeg"
195,"Luxury Port Penthouse","Wohnung",5,"Barcelona",275.00,4,"Penthouse mit Hafen- und Meerblick.","WLAN;Küche;Terrasse","https://images.pexels.com/photos/279746/pexels-photo-279746.jpeg"
196,"Diagonal City Hotel","Hotel",3,"Barcelona",115.00,2,"Stadthotel an großer Verkehrsachse.","WLAN;Frühstück","https://images.pexels.com/photos/189296/pexels-photo-189296.jpeg"
197,"Gràcia Attic Flat","Wohnung",4,"Barcelona",145.00,3,"Dachgeschosswohnung mit Sichtbalken.","WLAN;Küche;Balkon","https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg"
198,"Central Business Hotel BCN","Hotel",4,"Barcelona",155.00,2,"Business-Hotel im Zentrum mit Konferenzräumen.","WLAN;Frühstück;Konferenzräume","https://images.pexels.com/photos/164595/pexels-photo-164595.jpeg"
199,"Budget City Rooms BCN","Wohnung",2,"Barcelona",70.00,2,"Einfache Zimmer für Kurztrips ans Meer.","WLAN","https://images.pexels.com/photos/261187/pexels-photo-261187.jpeg"
200,"Beachfront Family Apartment","Wohnung",4,"Barcelona",155.00,5,"Familientaugliches Apartment direkt an der Strandpromenade.","WLAN;Küche;Kinderbett","https://images.pexels.com/photos/271639/pexels-photo-271639.jpeg"
